WholeText,Target_Name
"Have we mentioned how much we ❤️ our volunteer time off? November was filled with great VTO outings, including: Operation Gratitude: A virtual opportunity on Veterans Day, writing letters to our military and first responders. Metropolitan Ministries: Boxing & loading groceries and turkeys for families in need. United Way of Central Iowa: Assembling literacy kits that will be used at schools in central Iowa to help elementary students. Shout out to all the team members who helped make these collaborations possible!",Donation/Philanthropy
"We are proud to announce that we have once again been named as one of Canada’s Most Admired™ Corporate Cultures by Waterstone Human Capital. This national program recognizes best-in-class Canadian organizations that foster high-performance corporate cultures. Our great company culture doesn’t happen by chance. We invest significant time and resources to create an intentional culture that supports positive growth for our people and our business. Above all, our mission has always been to bring out the best in each other and our clients, every day.",Awards/Recognition/Achievement
"It's American Education Week, a celebration and appreciation of our country's educators. We're proud to help colleges and universities nationwide build websites that allow them to better engage with their students.",Donation/Philanthropy
"Empathy has always been a critical skill for leaders, but it is taking on a new level of meaning and priority. Far from a soft approach it can drive significant business results. You always knew demonstrating empathy is positive for people, but new research demonstrates its importance for everything from innovation to retention. Great leadership requires a fine mix of all kinds of skills to create the conditions for engagement, happiness and performance, and empathy tops the list of what leaders must get right.",LinkedIn impressions/activity
We're so 🎉HAPPY🎉 to be recognized by DMAW at last night's MAXI Awards. We're also honored that our partnership with American Leprosy Missions on their vaccine appeal won the coveted Big Idea Award. 🎩s off to our amazing team and of course all our inspiring clients who provide us with the opportunity to be a part of their impactful work,Awards/Recognition/Achievement
"When Jenn Harper of Cheekbone Beauty Cosmetics INC came to us with her project, we knew it was a blessing to have the opportunity to be a creative partner to their mission. After months of hard work, her vision came to life with Right the Story, a film made to reclaim the narrative surrounding Indigenous peoples in the media. Teaming up with Sephora Canada, director Shaunoh Anderson, and an almost entirely indigenous cast and crew, we made sure representation was at the core of this campaign, on and off the screen.",Merger/Acquisition/Partnership
"It's official....Crocs is moving our Broomfield, CO Global Headquarters in Spring 2023 to support our long-term growth. We're excited to create a brand-right space where everyone can be comfortable in their own shoes",New Expansion
"An incredible honor. Thank you to Footwear News and congratulations to the entire Crocs team and our partners for igniting our icon, the Classic Clog, and our vision that everyone should be comfortable in their own shoes.",Awards/Recognition/Achievement
"As part of National Literacy Month, H-E-B will celebrate the 10th anniversary of Read 3, an education program aimed at promoting literacy throughout Texas. Since H-E-B launched the program, the initiative has supported early childhood literacy efforts, which have provided more than 5.5 million books to children and families across the state. To celebrate Read 3’s decade of outreach, H-E-B will host a series of events from book drives and donations to monetary gifts and story times.",Donation/Philanthropy
"We’re very proud to announce that Trident Seafoods is a Presenting Partner and Official Seafood Partner of Battle in Seattle on December 4th; supporting Pacific Northwest sports in our home away from the Bering Sea. We’re excited to tell our company story, share our commitment to sustainability, and create special experiences for fans and others connected to this event to reinforce the health benefits of seafood. Learn more here",Event/Seminar
"Newell Brands is proud to have been recognized on the Forbes list of the World’s Top Female Friendly Companies 2021. Presented by Forbes and Statista Inc., this prestigious award ranked 300 global companies. To compile the list, Statista surveyed 85,000 women in 40 countries. Respondents were asked to rate their employers’ performance on gender-related criteria and their willingness to recommend their employer to others.We are honored to be included on this list. Our commitment to diversity, inclusion and belonging is critical to building our winning Newell culture and putting our company values in action.",Awards/Recognition/Achievement
"We are honored to be named one of the 2021 Top 75 Companies for Executive Women by Seramount, part of EAB for the fifth consecutive year for our work to champion women’s advancement! This award underscores our commitment to lead with inclusion as we build a work environment that fosters personal and professional growth and represents the diversity of the communities that we serve.",Awards/Recognition/Achievement
"Access to clean water, hygiene and sanitation services remains essential to protecting human health, especially during the COVID-19 pandemic. Globally, more than 2 billion people lack access to basic sanitation, including toilets. The United Nations General Assembly officially designated Nov. 19 as World Toilet Day in 2013 to raise awareness and inspire efforts to bring solutions to these communities. A study of 130,000 health clinics in low- and middle-income countries showed that 50 percent of the clinics didn't have piped water. Additionally, 785 million people do not have clean water close to home. Without access to safe toilets and clean water, women often wait for the cover of darkness to have privacy and safety, children can succumb to life-threatening, waterborne diseases, and millions of girls miss school because menstruation becomes too hard to manage.",Product/Service Launch
We're thrilled to announce that we took home four #w3Awards - one gold and three silvers! Check out our latest post to read more about our trophy-collecting work.,Awards/Recognition/Achievement
"It's nearly a new year, are you interested in learning more about what it's like to work in data & analytics? I will be hosting 20min data science career chats every Friday between 4-5pm CST. Use this time to ask me whatever questions you’d want to know about working in data science, career progression, people management, etc.",Event/Seminar
"I’m so honored to have received this year’s Reno-Tahoe AMA Marketer of the Year. Last year was a doozy for marketers, but we got through it and it is so cool to be recognized by an amazing local organization.",Awards/Recognition/Achievement
"Last week was a big week for Ovative! Earning our spot on the Fast 50 list for the 5th year recognizing our explosive growth and receiving National Top Workplace awards across multiple categories! If you've been along for my ride at Ovative over the past 6 years, I love and deeply believe in the company we are building. Want to join us? DM me!",Awards/Recognition/Achievement
We were honored to be part of such an inspiring and important collaboration to help those in need find and apply for SNAP benefits. Special thank you to Minnesota Department of Human Services and General Mills for the opportunity to partner together and to our own Alex Meyers and Michael Langseth for their expertise.,Donation/Philanthropy
"We’re proud to partner with the The One Club for Creativity and sponsor the Where Are All The Black People 2021 Conference. WAATBP brings together Black voices from within the advertising community to celebrate successes, highlight setbacks, and ultimately create a more equitable and inclusive industry for all. Register in the link below, and sign up for a session at our virtual recruitment booth.",Event/Seminar
"Thank you to The One Club for Creativity for selecting our poster in support of the fight against racism, hate and inequality. ""A reminder that it’s not enough to stand against racism, you have to act against it.""",Awards/Recognition/Achievement
"Nice little trip to #LakeTahoe to work with Tahoe South this week. Incredible morning views from Edgewood Resort. Nice place to office, for sure. #NobleStudios #TahoeSouth #SouthShore #SouthLakeTahoe #letsbebettereveryday",LinkedIn impressions/activity
"Provide the added assurance your staff and patients want. MoonBeam3 delivers powerful UV-C light to provide fast, effective, portable and affordable disinfection of surfaces in as little just three minutes. 2021 ISSA Innovation Award Winner and 2021 InnoVision Award Winner.",Awards/Recognition/Achievement
"“We’re building on an incredibly successful year for Wild Alaska Pollock and an incredibly successful program with these new partners. With each new group of distinguished partners, our industry can launch new products, engage consumers about our fish and its attributes and contribute to a shared knowledge base about how to continue driving our fish forward",Fund Raise/Investment
"It’s our mission at @Dell Technologies to use technology to drive human progress and deliver a better tomorrow. In the spirit of #GivingTuesday, we are excited to partner with @Proctor Gamble’s @TakeOnRace to increase access to education and opportunity in the digital economy",Donation/Philanthropy
We are humbled to be recognized as a Gartner Supply Chain Top 25 company. I am proud to work with an amazing team at Dell Technologies that is dedicated to providing a world-class supply chain to our partners and customers. Thank you Gartner for Supply Chain for this recognition.,Awards/Recognition/Achievement
"Kimberly-Clark announced today that it was recognized with a 2021 SmartWay® Excellence Award from the U.S. Environmental Protection Agency (EPA) as an industry leader in freight supply chain environmental performance and energy efficiency. The award recognizes companies for using a range of fuel-saving strategies in their shipping and freight delivery services that reduce transportation emissions and make freight delivery more sustainable. ""We are proud to receive a ninth consecutive SmartWay Excellence Award, which recognizes our continued efforts to minimize the carbon footprint of our transportation network,"" said Scott DeGroot, Vice President of Distribution and Planning at Kimberly-Clark. ""We will continue to work with our suppliers to find innovative ways to increase operating efficiency, lower greenhouse gas emissions across our value chain, and provide better care for a better world with the smallest environmental footprint.""",Awards/Recognition/Achievement
"It’s International Day of the Girl, and we salute the female leaders who are addressing some of the world’s biggest challenges! Millions of women and girls around the globe are unable to effectively manage their periods, which severely hinders their progress and ability to thrive. Diana, a former industrial designer, wanted to design a solution and officially launched Be Girl in 2014. The Be Girl team partnered with employees from Kimberly-Clark as part of the Women in the Sanitation Economy Innovation Lab, which is a 6-month mentoring program led by the Toilet Board Coalition, Kimberly-Clark, our foundation, and our Kotex® brand that helps cultivate women-led startups within the sanitation economy and provides them with the support they need to positively contribute to some of the world’s most pressing sanitation issues. Learn more about Be Girl’s experience:",Merger/Acquisition/Partnership
"Driving results is our top priority, but this only happens by building a culture of connected and celebrated team members. So, each December, we dedicate one day purely to FUN. Today, we're celebrating our 7th annual Shenanigan's Day to celebrate and honor the hard work of each team member and start the weekend one day early! We may not know what the day will bring, but there will be guaranteed camaraderie, celebration, and shenanigans.",LinkedIn impressions/activity
"Want your holiday 2021 Paid Search strategy to succeed this season? Here's what the Ovative experts recommend: develop contingency scenarios that mitigate risk and be prepared to react quickly to increasing demand, especially as inventory changes. Check out more holiday tips from Ovative SEM Director, Kyle Schweitz, in this video. Set yourself up for success this season and get your strategy in place today!",Interview/Podcast
We were honored to be part of such an inspiring and important collaboration to help those in need find and apply for SNAP benefits. Special thank you to Minnesota Department of Human Services and General Mills for the opportunity to partner together and to our own Alex Meyers and Michael Langseth for their expertise,Donation/Philanthropy
You know what we say 👉 Power In Numbers. We're thrilled to be featured in Adweek's Top 75 Fastest Growing Agencies of 2021,Awards/Recognition/Achievement
Some big Clio Awards news - we have 6 wins from 8 entries! So proud of our entire team at Movement Strategy for all of their incredible work on each of these campaigns. Massive thank you to The Clio Awards for the recognition!,Awards/Recognition/Achievement
"TOMORROW NIGHT #designweekri, Boston Design Week, Nashville Design Week and (add)ventures team up for a Marathon Clambake virtual event with live watch party! Hear from designers Lara Henderson, Max Pratt, David Jon Walker and Dina Zaccagnini Vincent presenting on their passions and practices. #designweekri #dxri",Merger/Acquisition/Partnership
"It's been one full year today - one hell of a year, in fact - since I started my journey at Ovative Group. As I've reflected on my year, and thought about what this experience has meant to me, it is truly difficult for me to put into words. So here is what I have to offer: As an Enneagram type 8, I am an intense person in almost everything that I do. I rarely shy away from conflict, I have strong opinions about what is right and what is wrong and I am fearless in the pursuit of achieving the best results I can in the strategies that I put together for my clients. I am deeply protective of those who report to me, and work along side of me, and this is not something I'm timid about. (I can think of a few past-supervisors, and probably current, wondering to themselves as they read this - ""what *are* you timid about?""These attributes have frequently been used against me throughout my career, casted in a negative light, even used to withhold promotions from me because I needed to work on my ""tone."" And to be fair, all this is certainly not to say my tone didn't need work, my edges didn't need smoothing and my delivery didn't need finessing. But Ovative is one of the first places in my professional career that I have felt truly celebrated for these parts of who I am, where I have been told privately and publicly how valued my genuine nature is, while still being coached on where I can improve. This is the first place I have been fully empowered to be who I am, do my best every day and get a little bit better tomorrow.This experience, the leadership style, the work, the people - all of it. It is hard to put into words. But I am oh so thankful that I am here. I'm thankful for all of the opportunities I've been able to take advantage of, and lessons I've been able to learn this last year, and I am ready for so much more. As we like to say here at Ovative - here's to ""raising the fuckin bar"" on year #2. #leadership #career #experience #work #opportunities",Awards/Recognition/Achievement
"Ovative helped transform Duluth Trading Company's marketing program to rely more heavily on digital acquisition tactics that vary by market depending upon longevity of store presence, resulting in a 15% lift in incremental enterprise sales!",Merger/Acquisition/Partnership
We're proud to be recognized as a top workplace for the next generation of talent by RippleMatch as one of the #NextGen100! https://dell.to/3lNN2Gf,Awards/Recognition/Achievement
"Dell Technologies (NYSE:DELL) and Amazon Web Services, Inc. (AWS), an Amazon.com, Inc. company, are bringing Dell’s cyber recovery vault to the AWS Marketplace with the launch of Dell EMC PowerProtect Cyber Recovery for AWS. Through the AWS Marketplace, customers can easily purchase and deploy an air-gapped cyber vault from Dell, the leading provider of data protection appliances & software globally1, to help securely protect and isolate data away from a ransomware attack. Dell EMC PowerProtect Cyber Recovery for AWS provides multiple layers of protection with a modern approach that allows AWS customers to resume normal business operations quickly and confidently after a cyberattack. The solution moves a customer’s critical data away from the attack surface, physically and logically isolating it with a secure, automated operational air gap. Unlike standard backup solutions, this air gap locks down management interfaces, requiring separate security credentials and multi-factor authentication for access. “Data is a strategic asset, and protecting it against ransomware and other cyberattacks is critical for organizations to make informed decisions about their business and thrive in today’s digital economy,” said David Noy, vice president of data protection product management, Dell Technologies. “By teaming with AWS, we are offering customers a cyber recovery solution that isolates business-critical data away from an attack with an air-gapped cyber vault, helping organizations reduce risk and protect data with confidence after a successful cyberattack.” As organizations continue to adopt diverse IT infrastructures, across the public cloud and on-premises environments, data protection solutions can improve data security. According to the 2021 Dell Technologies Global Data Protection Index survey of 1,000 global IT decision makers, 67% of organizations lack confidence that all business-critical data can be recovered in the event of a destructive cyberattack. Dell EMC PowerProtect Cyber Recovery for AWS helps customers address the increasing risk of ransomware and other cyberattacks.",Merger/Acquisition/Partnership
"We are thankful for healthy ❤️s and our amazing team! Together with their fundraising efforts, we are proud to support American Heart Association's Tampa Bay Heart Walk with nearly $38,000 to help save lives from heart disease and stroke.",Donation/Philanthropy
"The State of Oklahoma is committed to becoming a digital-first government, modernizing its data center strategy to more efficiently provide services to its four million citizens, safeguard against cyberattacks, and protect and restore information in the case of a disaster. Partnering with Dell Technologies (NYSE:DELL) to transform its IT, the State has moved its information services forward an estimated 20 years in just over a year and improved productivity, helping IT staff to focus on making citizen access to services easier and their data more protected. “In the last year, our team has dealt with the pandemic and energy needs along with the ongoing goal of delivering quality healthcare and the best services to citizens. All of this helped make clear that we needed to update our processes and digitize services,” said Steven Harpe, state chief operating officer and deputy secretary of Digital Transformation and Administration, State of Oklahoma. “We went to Dell Technologies with a big challenge. Working together, we have created a digital approach to offering services and a top-tier, well-engineered secondary data center to help ensure our citizen data is protected, even in the face of cyberattacks, inclement weather and power outages.”",Merger/Acquisition/Partnership
ZTEPress presented Lumentum with the Best Comprehensive Performance Award for providing optical communication solutions that go into telecom networks and data center interconnects applications during the 2022 ZTE Global Partners Day.,Awards/Recognition/Achievement
"AAP raised a record $1.7 million in support of this year’s American Heart Association “Life is Why” campaign. In this article, Elisabeth Eisleben, our SVP of communications, investor relations and community affairs, shares her thoughts about what made our campaign a success.",Donation/Philanthropy
"Advance Auto Parts (NYSE:AAP), a leading automotive aftermarket parts supplier, and Bridgestone Retail Operations (BSRO) today announced a multi-year agreement where BSRO will stock DieHard batteries in its more than 2,200 tire and vehicle service centers across the United States. This press release features multimedia. View the full release here: https://www.businesswire.com/news/home/20210914005421/en/ As part of the agreement, BSRO, which operates under the brands Firestone Complete Auto Care, Tires Plus, Hibdon Tires Plus, and Wheel Works, will carry and install the DieHard range of Silver, Gold, Platinum and Platinum AGM batteries. The systemwide stocking rollout was completed in July. “Thousands of motorists trust their vehicles to Bridgestone technicians each day,” said Bob Cushing, Advance’s executive vice president, professional. “We’re proud that Bridgestone has entrusted Advance with its battery business through our iconic DieHard brand. On behalf of everyone at Advance, we look forward to partnering with Bridgestone and providing customers and their vehicles with the power, reliability and durability of DieHard batteries.”",Merger/Acquisition/Partnership
you know what we say 👉 Power In Numbers.We're thrilled to be featured in Adweek's Top 75 Fastest Growing Agencies of 2021!,Awards/Recognition/Achievement
Did you know we're long-time partners of the best content management systems in higher ed? Don't settle for less than the best when it comes to your institution's content! Learn more about Cascade CMS and Modern Campus Omni CMS!,LinkedIn impressions/activity
"“It’s better to be prepared for an opportunity and not have one, than to have an opportunity and not be prepared.” - Inspiring words from the great Les Brown",LinkedIn impressions/activity
"Our philanthropic arm, Empower Digital took it into their own hands to support one of our team members during a battling time. We collectively raised $13,825 for the Leukemia and Lymphoma Society. Here at Power Digital, we do what we can to help our community to make a difference. Check out the full article below!",Donation/Philanthropy
"We're excited to announce our partnership with digital marketing agency, Mainstreethost! Mainstreethost will be leveraging the Monsido platform to offer better web governance and accessibility for their clients.",Merger/Acquisition/Partnership
We're thrilled to announce that we took home four #w3Awards - one gold and three silvers! Check out our latest post to read more about our trophy-collecting work.,Awards/Recognition/Achievement
"It’s a rare business model that pairs commercial success with helping others, but it’s exactly what works for Joe Soltis. His top-performing digital marketing agency, ChoiceLocal, works with franchise systems across the country, both franchisors and franchisees, across 35 different industries. Founded in 2014, ChoiceLocal and Soltis serve almost 50 franchise systems, which aligns with the company’s purpose-driven values. Clients, which ChoiceLocal calls partners, come on board knowing that ChoiceLocal’s work and its fundamental mission is based on helping others. Soltis is very clear that they are, and always have been, a franchise marketing agency that drives provable and big ROI for its franchisor and franchisee partners.",Interview/Podcast
We're honored to continue our work on this Habitat for Humanity of Cleveland home so we can fulfill our mission of helping others. It's wonderful having teammates who are willing to sacrifice time away from their desks to do good in the community.,Donation/Philanthropy
"Lumentum Holdings Inc. (NASDAQ: LITE) (""Lumentum"") and NeoPhotonics Corporation (NYSE: NPTN) (""NeoPhotonics"") today announced that they have entered into a definitive agreement under which Lumentum will acquire NeoPhotonics for $16.00 per share in cash, which represents a total equity value of approximately $918 million. The transaction has been unanimously approved by the Boards of Directors of both companies. The addition of NeoPhotonics expands Lumentum's opportunity in some of the fastest growing areas of the more than $10 billion market for optical components used in cloud and telecom network infrastructure. The integrated company will be better positioned to serve the needs of a global customer base who are increasingly utilizing photonics to accelerate the shift to digital and virtual approaches to work and life, the proliferation of IoT, 5G, and next-generation mobile networks, and the transition to advanced cloud computing architectures. The combination creates a stronger partner for customers, with the ability and intent to invest strongly in innovation and manufacturing capacity. ""With NeoPhotonics, we're making another important investment in better serving our customers and expanding our photonics capabilities at a time when photonics are at the forefront of favorable long-term market trends,"" said Alan Lowe, Lumentum President and CEO. ""At the center of our strategy is a relentless focus on developing a differentiated portfolio with the most innovative products and technology in our industry so that we can help our customers compete and win in their respective markets. Adding NeoPhotonics' differentiated products and technology and innovative R&D team is consistent with this strategy and together, we will better meet the growing need for next generation optical networking solutions.""",Merger/Acquisition/Partnership
"Our Buffalo Trace Distillery was just awarded Level II arboretum accreditation by the ArbNet Arboretum Accreditation Program and the The Morton Arboretum! Explore our gardens virtually by following this link: https://lnkd.in/e4Bw38at. Here you can research our plants by family, genus, or location on site and even explore the Distillery grounds by map. ​#BuffaloTraceDistillery #Arboretum ​",Awards/Recognition/Achievement
"The Gates Corporation is extremely proud of our team for being awarded the Aftermarket Auto Parts Alliance, Inc. 2021 Outstanding Manpower Support Award.",Awards/Recognition/Achievement
"Tis the season to give back. From #GivingTuesday through the end of December we're partnering with Procter & Gamble's Take On Race to increase access to education — for every eligible computer you trade in with us, we're donating a new one! Help us get up to 2,000 new computers to students in need, start here",Donation/Philanthropy
"I am looking forward to Thursday's Women in Supply Chain Symposium hosted by Arizona State University! Fueling the Supply Chain of the Future: People, technology and resources. Use this link to register!",Interview/Podcast
"I used the extra long weekend to finally get something done that I've been wanting to do for years... earn the Demand Driven Planner Professional certification. I was probably one of the first people to learn about DDMRP and though I was intrigued and even read the books, I didn't ""take the plunge"" until I found myself in a planning environment that forced me outside of my normal playbook. When I revisited the text books I found so many epiphanies that took me years to discover and build into my own program and quite a few ideas that I hadn't thought of or organized into such an elegant process. Very excited to add this to my repertoire and to continue the journey to synergize DDMRP with the other unique planning tools in my system. Kudos to Demand Driven Institute for the work you are doing to advance the craft of supply chain planning. Special thanks to John Melbye of BecomeDemandDriven for helping me and my team prepare to take the exam. Finally a special thank you to the leadership team at JELD-WEN for investing in the growth and development of our employees!",Awards/Recognition/Achievement
We're proud to be recognized as a top workplace for the next generation of talent by RippleMatch as one of the #NextGen100! https://dell.to/3lNN2Gf,Awards/Recognition/Achievement
"Last December, Advance Auto Parts launched the Different Abilities hiring Program at its Distribution Center in Thompson, Georgia. Through the program, Advance identifies, trains and hires motivated and qualified job seekers with disabilities. And that’s pretty significant because according to The US Department of Labor, the national unemployment rate for people with disabilities is about twice that of people without disabilities. Sharise Fennell is the Human Resources Manager for the Advance Auto Parts Distribution Center in Thomson and the southeast.",Product/Service Launch
"Advance Auto Parts and the Idaho Falls Police Department have partnered on a program to increase roadway safety. Advance recently donated $2500 worth of Advance gift card to the Idaho Falls Police Department. When pulled over with an equipment violation, motorists may receive a $25 Advance gift card rather than a citation",Merger/Acquisition/Partnership
@AmericanTireDistributors is proud to support Speedway Christmas at @CharlotteMotorSpeedway to really light up your holidays! Donate $20 or more in toys and receive one FREE car pass from #ATD. Give now:,Donation/Philanthropy
Look at our latest innovation 💡 Living Spaces Cafe in our Fort Worth location opening today! Sip and see all the beautiful spaces you can create for your own living space.,New Expansion
"“Your role as a leader is to bring out the best in others, even when they know more than you.” Dr. Wanda Wallace. Many people in leadership positions believe that to be an effective leader, they must be the most intelligent person at their company, and if they are not, it will somehow send a signal to their staff that the leader is somehow inept. But no one is an expert in everything; the strongest businesses are built on the smartest people – not on one person. Great leaders aren’t know-it-alls who constantly try to outshine everyone. Instead, they admit when they’re wrong and genuinely want to learn from others. At the end of the day, it’s not about being the smartest person in the room. It’s about building a team with the smartest people you can find.",LinkedIn impressions/activity
"When it comes to corporate social responsibility/employee engagement/volunteerism, and all those other applicable buzz words, I could write a book about our amazing friends at Genuine Parts Company/NAPA AUTO PARTS. These folks just get it. I have yet to witness a company of their size place as much emphasis on simply showing up for your community as they do. They talk the talk, but they really walk the walk. So, it shouldn't have come as a surprise when Kevin Herron, President/COO US Automotive, decided to reprise his role as a #RealMenWearPinkATL honoree at the American Cancer Society for 2021. Chalk it up to his unwavering passion for fighting cancer, mixed with a little bit of a competitive streak, but Kevin is all in and we couldn't be more grateful for his continued support. So, because this isn't his first rodeo, we've all got to help Kevin surpass his 2019 record.",Awards/Recognition/Achievement
"Gates is proud to feature our partner, Wish for Wheels, in the NYSE's global giving campaign this holiday season. Gates & Wish for Wheels have worked together many years to build & donate bikes to low-income second-grade students in Denver, CO. For many of the kids, the new bikes may be the first they’ve ever owned (or even ridden). Happy to have this special ornament featured on the NYSE's tree.",Merger/Acquisition/Partnership
For the second year in a row – we’ve been named one of the World’s Best Employers by Forbes! Thank you to all our employees for making this a great place to work!,Awards/Recognition/Achievement
"Just finished ""Learning Data Science: Understanding the Basics"" by Doug Rose! Check it out: https://lnkd.in/efMSjRRq #datascience.",Awards/Recognition/Achievement
Ultradent has been recognized as #9 in the 2021 Fortune Magazine Best Workplace in Manufacturing and Production. Our culture combined with opportunities to grow your career make this an amazing place to work. I am proud to be a part of this and I am excited about our future.,Awards/Recognition/Achievement
"Dell Technologies (NYSE:DELL) and Amazon Web Services, Inc. (AWS), an Amazon.com, Inc. company, are bringing Dell’s cyber recovery vault to the AWS Marketplace with the launch of Dell EMC PowerProtect Cyber Recovery for AWS. Through the AWS Marketplace, customers can easily purchase and deploy an air-gapped cyber vault from Dell, the leading provider of data protection appliances & software globally1, to help securely protect and isolate data away from a ransomware attack. Dell EMC PowerProtect Cyber Recovery for AWS provides multiple layers of protection with a modern approach that allows AWS customers to resume normal business operations quickly and confidently after a cyberattack. The solution moves a customer’s critical data away from the attack surface, physically and logically isolating it with a secure, automated operational air gap. Unlike standard backup solutions, this air gap locks down management interfaces, requiring separate security credentials and multi-factor authentication for access. “Data is a strategic asset, and protecting it against ransomware and other cyberattacks is critical for organizations to make informed decisions about their business and thrive in today’s digital economy,” said David Noy, vice president of data protection product management, Dell Technologies. “By teaming with AWS, we are offering customers a cyber recovery solution that isolates business-critical data away from an attack with an air-gapped cyber vault, helping organizations reduce risk and protect data with confidence after a successful cyberattack.”",Merger/Acquisition/Partnership
"Creating a collaborative, supportive culture for our team members is integral to our ability to do the work we do. Incredibly honored to be #2 on Newsweek's ""Most Loved Workplaces"" list thanks to our employees' and Best Practice Institute's evaluation.",Awards/Recognition/Achievement
"Whether it's through product applications, partnerships, or simply doing our part to #recycle in our daily lives, we're striving to close the loop on plastic recycling. Check out this innovative collaboration between Milliken Chemical and PureCycle Technologies that's helping return recycled PP #plastic to a virgin-like state.",Merger/Acquisition/Partnership
"""The most remarkable pickup truck we've ever driven."" That's how we've previously described the 2022 Rivian R1T, and now it can claim even higher praise as the 2022 MotorTrend Truck of the Year. Ever since Tesla redefined what an electric car could be with the Car of the Year-winning 2013 Model S, we've waited, wondering about the inevitable application of the EV formula to America's best-selling vehicle class four decades running: the pickup truck. Initially that was a question of time, but as of late, it's been a question of who. In the past few years, credible challengers have arisen, enough of them with sufficient financial backing and technical expertise that we realized we would soon have an answer to both questions. The Rivian R1T would win praise if it were merely a credible pickup truck that is also an electric vehicle, but it's far more. Not content to simply mount an electric motor or two under the hood or box of a traditional pickup, Rivian used the opportunity to re-examine what a modern pickup truck could be.",Awards/Recognition/Achievement
"Numotion earned a score of 100 on the Disability Equality Index due to their commitment to fostering an #inclusive and diverse #workplace. They encourage open dialogue, active listening, and ongoing definitive action to advance #DisabilityInclusion across their organization. Thank you for your leadership, Numotion!",Awards/Recognition/Achievement
"It was our pleasure to host the 2021 DS Implant Product Showcase last week at our US Headquarters where we were able to share our company vision and insights, latest product innovations, like DS PrimeTaper, OSSIX materials, and our DS Signature Workflows. The highlight of the event was spending time with clinicians to learn more about them and how we can support their practice needs. We look forward to more events like this in 2022.",Event/Seminar
A night based on honor and two awards: The Best Brazilian Supply Chain Professional on top of the entire categories and The Supply Chain Director of the Year for Manufacture. Many thanks for all who has trusting in me and were part of these such important awards. Congrats to the Inbrasc and Live University for organizing an amazing event award.,Awards/Recognition/Achievement
"We are proud to share that yesterday AGCO won the BME Innovation Award 2020! Presented by BME, the German Association for Materials Management, Purchasing and Logistics, AGCO has been recognized for successfully transforming our supply chain. The AGCO Smart Supply initiative is more adept and efficient towards market fluctuations and customer requirements through an agile, integrated and digital value network.",Awards/Recognition/Achievement
Looking forward to presenting at the upcoming CPO virtual Summit May 6-8.,Event/Seminar
"We are proud to be included on the 2021 S&P Dow Jones Sustainability World and North America Indices, which recognize companies that are exceptionally committed to environmental, social and governance efforts. At Ball, we know that ambitious ESG goals are pivotal to the success of our company, customers, investors, and the world. We are honored to be recognized among a global cohort of companies driving sustainability in their industries.",Awards/Recognition/Achievement
"We’re so excited to announce that IDG’s Insider Pro and Computerworld have named Tractor Supply Company as a 2021 Best Places to Work in IT! This award recognizes the 100 top organizations that challenge their IT staffs while providing great benefits and compensation. Our ranking of No. 14 represents Tractor Supply’s first appearance on the coveted list. Working with best-in-class technology and programs, while focusing on our culture where Team Members can grow and succeed, will continue to be the foundation of our IT department and our collective success.",Awards/Recognition/Achievement
Just finished the course “Organization Design”! #strategicplanning #organizationaldesign,Awards/Recognition/Achievement
"As part of our 17th Annual Helping Heroes campaign, H-E-B will honor first responders across Texas for their unyielding service to our communities. Helping Heroes is a companywide initiative that reinforces H-E-B’s ongoing commitment to our brave emergency responders and allows H-E-B Partners to give back and engage in a day of service at fire, law enforcement, and EMS stations across the state. This year, more than 360 H-E-B stores and work locations adopted 750 fire, law enforcement, and EMS stations statewide. To protect the health and safety of H-E-B Partners and first responders, H-E-B will forgo in-person volunteer opportunities and instead will provide adopted stations with H-E-B Meal Simple meals, snacks, pantry items, and other gifts for emergency personnel to enjoy. This initiative recognizes September 11 as a National Day of Service and Remembrance, paying tribute to those who risked and lost their lives during the World Trade Center and Pentagon attacks.",Donation/Philanthropy
"Today, we unveiled the 2021 LinkedIn Top Companies: Austin, a look at the 25 best workplaces to build a career in the Austin metro area. The list features big tech players, as well as companies in retail, finance and health care. Several companies with local headquarters made the cut, including Oracle (No. 4) and Whole Foods Market (No. 14). See who made the list and weigh in: What factors do you think are most important when building a career? Join the conversation using #LinkedInTopCompanies.",Awards/Recognition/Achievement
"We’re excited to welcome Weekends Only Furniture & Mattress, a hyper-regional furniture brand to the BR client family! Our teams are ready to get to work, growing the Weekends Only brand with our retail expertise and passion. It’s a privilege to work with client partners like Lane Hamm, President and CEO. He shared this with our team. “The BR team unanimously impressed us with their creative ingenuity, consumer insights and data-led capabilities, helping us to demonstrate proven performance in amplifying our brand to drive expediential growth.”",Merger/Acquisition/Partnership
This is an article that just came out on ChoiceLocal in The American Reporter. https://lnkd.in/gk2YMMiM,LinkedIn impressions/activity
"This research report was released to members of the Ehrenberg-Bass Corporate Sponsorship Program in 2018. Following recent publication of the research in the Journal of Advertising Research, and subsequent interest from industry we’ve decided to provide public access to this report. Our Corporate Sponsors have exclusive access to hundreds of reports like this, as well as videos, marketing commentary, access to Q&A with our researchers and many other resources. If you would like to learn more about the benefits of signing up as a Corporate Sponsor please contact us.",LinkedIn impressions/activity
